trip_id,stop_id
6512512-CT-17OCT-Caltrain-Sunday-01,70102
6512512-CT-17OCT-Caltrain-Sunday-01,70112
6512512-CT-17OCT-Caltrain-Sunday-01,70122
6512512-CT-17OCT-Caltrain-Sunday-01,70132
6512512-CT-17OCT-Caltrain-Sunday-01,70142
6512512-CT-17OCT-Caltrain-Sunday-01,70152
6512512-CT-17OCT-Caltrain-Sunday-01,70162
6512512-CT-17OCT-Caltrain-Sunday-01,70172
6512512-CT-17OCT-Caltrain-Sunday-01,70192
6512512-CT-17OCT-Caltrain-Sunday-01,70202
6512512-CT-17OCT-Caltrain-Sunday-01,70212
6512512-CT-17OCT-Caltrain-Sunday-01,70222
6512512-CT-17OCT-Caltrain-Sunday-01,70232
6512512-CT-17OCT-Caltrain-Sunday-01,70242
6512512-CT-17OCT-Caltrain-Sunday-01,70262
6512513-CT-17OCT-Caltrain-Sunday-01,70012
6512513-CT-17OCT-Caltrain-Sunday-01,70022
6512513-CT-17OCT-Caltrain-Sunday-01,70032
6512513-CT-17OCT-Caltrain-Sunday-01,70042
6512513-CT-17OCT-Caltrain-Sunday-01,70052
6512513-CT-17OCT-Caltrain-Sunday-01,70062
6512513-CT-17OCT-Caltrain-Sunday-01,70072
6512513-CT-17OCT-Caltrain-Sunday-01,70082
6512513-CT-17OCT-Caltrain-Sunday-01,70092
6512513-CT-17OCT-Caltrain-Sunday-01,70102
6512513-CT-17OCT-Caltrain-Sunday-01,70112
6512513-CT-17OCT-Caltrain-Sunday-01,70122
6512513-CT-17OCT-Caltrain-Sunday-01,70132
6512513-CT-17OCT-Caltrain-Sunday-01,70142
6512513-CT-17OCT-Caltrain-Sunday-01,70152
6512513-CT-17OCT-Caltrain-Sunday-01,70162
6512513-CT-17OCT-Caltrain-Sunday-01,70172
6512513-CT-17OCT-Caltrain-Sunday-01,70192
6512513-CT-17OCT-Caltrain-Sunday-01,70202
6512513-CT-17OCT-Caltrain-Sunday-01,70212
6512513-CT-17OCT-Caltrain-Sunday-01,70222
6512513-CT-17OCT-Caltrain-Sunday-01,70232
6512513-CT-17OCT-Caltrain-Sunday-01,70242
6512513-CT-17OCT-Caltrain-Sunday-01,70262
